"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: Workflow Pattern","Mapping: RIM Mapping","Mapping: FiveWs Pattern Mapping","Mapping: V3 Pharmacy Dispense RMIM","Mapping: HL7 v2 Mapping"
"MedicationDispense","MedicationDispense","","","",0,*,"","","","null {[]} {[]}
","Dispensação ou fornecimento de um medicamento a um paciente específico.","Este recurso Indica que um medicamento deve ser ou foi dispensado para uma pessoa/paciente. O recurso inclui a descrição do medicamento (suprimento) fornecido bem como as instruções para a sua administração. A dispensação do medicamento é o resultado de um  pedido de medicamentos feito por um sistema de informações","","","","","","","","","",,,,,"",,,,"MedicationDispense",0,*,"","dom-2:If the resource is contained in another resource, it SHALL NOT contain nested Resources {contained.contained.empty()}
dom-3:If the resource is contained in another resource, it SHALL be referred to from elsewhere in the resource or SHALL refer to the containing resource {contained.where((('#'+id in (%resource.descendants().reference | %resource.descendants().as(canonical) | %resource.descendants().as(uri) | %resource.descendants().as(url))) or descendants().where(reference = '#').exists() or descendants().where(as(canonical) = '#').exists() or descendants().where(as(canonical) = '#').exists()).not()).trace('unmatched', id).empty()}dom-4:If a resource is contained in another resource, it SHALL NOT have a meta.versionId or a meta.lastUpdated {contained.meta.versionId.empty() and contained.meta.lastUpdated.empty()}dom-5:If a resource is contained in another resource, it SHALL NOT have a security label {contained.meta.security.empty()}dom-6:A resource should have narrative for robust management {text.`div`.exists()}mdd-1:whenHandedOver cannot be before whenPrepared {whenHandedOver.empty() or whenPrepared.empty() or whenHandedOver >= whenPrepared}dfm-2:A identificação do indivíduo que retirou o medicamento (MedicationDispense.receiver.identifier.value) é obrigatória caso a dispensação seja realizada totalmente, parcialmente ou caso seja um estorno de medicamento (MedicationDipense.type). {MedicationDispense.type.coding.exists(code in 'fully-dispensing'|'partial-dispensing'|'medication-return') implies MedicationDispense.receiver.exists()}dfm-3:A quantidade de medicamento dispensada ou fornecida (MedicationDispense.quantity) é obrigatória caso a dispensação seja realizada totalmente, parcialmente ou caso seja um estorno de medicamento (MedicationDipense.type). {MedicationDispense.type.coding.exists(code in 'fully-dispensing'|'partial-dispensing'|'medication-return') implies MedicationDispense.quantity.exists()}dfm-4:Caso o profissional responsável pela dispensação (MedicationDispense.performer.actor) seja Farmacêutico devem ser informados os dados do conselho profissional (Practitioner.identifier). {MedicationDispense.performer.actor.resolve().ofType(PractitionerRole).code.coding.code.startsWith('2234') implies MedicationDispense.performer.actor.resolve().ofType(PractitionerRole).practitioner.resolve().ofType(Practitioner).identifier.type.coding.where(code = 'RPH').exists()}dfm-5:Em caso de dispensação parcial ou não atendimento (MedicationDispense.type.coding.code) deve ser fornecida uma justificativa (MedicationDispense.note). {MedicationDispense.type.coding.exists(code = 'partial-dispensing' or code = 'not-dispensed') implies MedicationDispense.note.exists()}dfm-6:A identificação do laboratório ou fabricante do medicamento (Medication.manufacturer) é obrigatória caso a dispensação seja realizada totalmente, parcialmente ou caso seja um estorno de medicamento (MedicationDipense.type), exceto se o código do medicamento for um AMP ou um AMPP, neste caso o laboratório ou fabricante não deve ser preenchido. {MedicationDispense.type.coding.exists(code in 'fully-dispensing'|'partial-dispensing'|'medication-return') implies (MedicationDispense.medication.resolve().manufacturer.exists() xor (MedicationDispense.medication.resolve().code.coding.system.contains('AMPP') or MedicationDispense.medication.resolve().code.coding.system.contains('AMP')))}dfm-7:O lote do medicamento (Medication.batch.lotNumber) é obrigatório caso a dispensação seja realizada totalmente, parcialmente ou caso seja um estorno de medicamento (MedicationDipense.type). {MedicationDispense.type.coding.exists(code in 'fully-dispensing'|'partial-dispensing'|'medication-return') implies MedicationDispense.medication.resolve().batch.lotNumber.exists()}dfm-8:A data de validade do medicamento (Medication.batch.expirationDate) é obrigatória caso a dispensação seja realizada totalmente, parcialmente ou caso seja um estorno de medicamento (MedicationDipense.type). {MedicationDispense.type.coding.exists(code in 'fully-dispensing'|'partial-dispensing'|'medication-return') implies MedicationDispense.medication.resolve().batch.expirationDate.exists()}","Event","Entity. Role, or Act","Supply[moodCode=EVN]"
"MedicationDispense.id","MedicationDispense.id","","","",0,1,"","","Y","id {[]} {[]}
","Logical id of this artifact","The logical id of the resource, as used in the URL for the resource. Once assigned, this value never changes.","The only time that a resource does not have an id is when it is being submitted to the server using a create operation.","","","","","","","","",,,,,"",,,,"Resource.id",0,1,"",""
"MedicationDispense.meta","MedicationDispense.meta","","","",0,1,"","","Y","Meta {[]} {[]}
","Metadados sobre o recurso","The metadata about the resource. This is content that is maintained by the infrastructure. Changes to the content might not always be associated with version changes to the resource.","","","","","","","","","",,,,,"",,,,"Resource.meta",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationDispense.implicitRules","MedicationDispense.implicitRules","","","",0,1,"","Y","Y","uri {[]} {[]}
","Um conjunto de regras sob as quais este conteúdo foi criado","A reference to a set of rules that were followed when the resource was constructed, and which must be understood when processing the content. Often, this is a reference to an implementation guide that defines the special rules along with other profiles etc.","Asserting this rule set restricts the content to be only understood by a limited set of trading partners. This inherently limits the usefulness of the data in the long term. However, the existing health eco-system is highly fractured, and not yet ready to define, collect, and exchange data in a generally computable sense. Wherever possible, implementers and/or specification writers should avoid using this element. Often, when used, the URL is a reference to an implementation guide that defines these special rules as part of it's narrative along with other profiles, value sets, etc.","","","","","","","","",,,,,"",,,,"Resource.implicitRules",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationDispense.language","MedicationDispense.language","","","",0,1,"","","","code {[]} {[]}
","Idioma do recurso","The base language in which the resource is written.","Language is provided to support indexing and accessibility (typically, services such as text to speech use the language tag). The html language tag in the narrative applies  to the narrative. The language tag on the resource may be used to specify the language of other presentations generated from the data in the resource. Not all the content has to be in the base language. The Resource.language should not be assumed to apply to the narrative automatically. If a language is specified, it should it also be specified on the div element in the html (see rules in HTML5 for information about the relationship between xml:lang and the html lang attribute).","","","","","","","","",,"preferred","A human language.","http://hl7.org/fhir/ValueSet/languages|4.0.1","",,,,"Resource.language",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationDispense.text","MedicationDispense.text","","narrative
htmlxhtmldisplay","",0,1,"","","","Narrative {[]} {[]}
","Resumo do texto do recurso em linguagem natural","A human-readable narrative that contains a summary of the resource and can be used to represent the content of the resource to a human. The narrative need not encode all the structured data, but is required to contain sufficient detail to make it ""clinically safe"" for a human to just read the narrative. Resource definitions may define what content should be represented in the narrative to ensure clinical safety.","Contained resources do not have narrative. Resources that are not contained SHOULD have a narrative. In some cases, a resource may only have text with little or no additional discrete data (as long as all minOccurs=1 elements are satisfied).  This may be necessary for data from legacy systems where information is captured as a ""text blob"" or where text is additionally entered raw or narrated and encoded information is added later.","","","","","","","","",,,,,"",,,,"DomainResource.text",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Act.text?"
"MedicationDispense.contained","MedicationDispense.contained","","inline resources
anonymous resourcescontained resources","",0,*,"","","","Resource {[]} {[]}
","Recursos contidos no recurso","These resources do not have an independent existence apart from the resource that contains them - they cannot be identified independently, and nor can they have their own independent transaction scope.","This should never be done when the content can be identified properly, as once identification is lost, it is extremely difficult (and context dependent) to restore it again. Contained resources may have profiles and tags In their meta elements, but SHALL NOT have security labels.","","","","","","","","",,,,,"",,,,"DomainResource.contained",0,*,"","","N/A"
"MedicationDispense.extension","MedicationDispense.extension","","","",0,*,"","","","Extension {[]} {[]}
","Extensões adicionais que não fazem parte do modelo base","An Extension","","","","","","","","","",,,,,"",,,,"DomainResource.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"MedicationDispense.modifierExtension","MedicationDispense.modifierExtension","","","",0,*,"","Y","","Extension {[]} {[]}
","Extensões adicionais que não podem ser ignoradas, mesmo que não reconhecidas","An Extension","","","","","","","","","",,,,,"",,,,"DomainResource.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"MedicationDispense.identifier","MedicationDispense.identifier","","","",1,*,"Y","","","Identifier {[]} {[]}
","Cada item dispensado ou fornecido DEVE ser identificado pelo ID local e também pode ser identificado pelo número do Sistema Nacional de Controle de Receituários - SNCR.","Identifiers associated with this Medication Dispense that are defined by business processes and/or used to refer to it when a direct URL reference to the resource itself is not appropriate. They are business identifiers assigned to this resource by the performer or other systems and remain constant as the resource is updated and propagates from server to server.","This is a business identifier, not a resource identifier.","","","","","","","","",,,,,"","value:system}
","",,"open","MedicationDispense.identifier",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Event.identifier",".id","FiveWs.identifier","CombinedMedicationDispense.id"
"MedicationDispense.identifier:dispensedItemId","MedicationDispense.identifier","dispensedItemId","","",1,1,"Y","","","Identifier {[]} {[]}
","Identificadores local do item dispensado ou fornecido","Identifiers associated with this Medication Dispense that are defined by business processes and/or used to refer to it when a direct URL reference to the resource itself is not appropriate. They are business identifiers assigned to this resource by the performer or other systems and remain constant as the resource is updated and propagates from server to server.","This is a business identifier, not a resource identifier.","","","","","","","","",,,,,"",,,,"MedicationDispense.identifier",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Event.identifier",".id","FiveWs.identifier","CombinedMedicationDispense.id"
"MedicationDispense.identifier:dispensedItemId.id","MedicationDispense.identifier.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"MedicationDispense.identifier:dispensedItemId.extension","MedicationDispense.identifier.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"MedicationDispense.identifier:dispensedItemId.use","MedicationDispense.identifier.use","","","",0,1,"","Y","Y","code {[]} {[]}
","usual | official | temp | secondary | old (If known)","The purpose of this identifier.","Applications can assume that an identifier is permanent unless it explicitly says that it is temporary.","Allows the appropriate identifier for a particular context of use to be selected from among a set of identifiers.","","","","","","","",,"required","Identifies the purpose for this identifier, if known .","http://hl7.org/fhir/ValueSet/identifier-use|4.0.1","",,,,"Identifier.use",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Role.code or implied by context","N/A"
"MedicationDispense.identifier:dispensedItemId.type","MedicationDispense.identifier.type","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","Description of identifier","A coded type for the identifier that can be used to determine which identifier to use for a specific purpose.","This element deals only with general categories of identifiers.  It SHOULD not be used for codes that correspond 1..1 with the Identifier.system. Some identifiers may fall into multiple categories due to common usage.   Where the system is known, a type is unnecessary because the type is always part of the system definition. However systems often need to handle identifiers where the system is not known. There is not a 1:1 relationship between type and system, since many different systems have the same type.","Allows users to make use of identifiers when the identifier system is not known.","","","","","","","",,"extensible","A coded type for an identifier that can be used to determine which identifier to use for a specific purpose.","http://hl7.org/fhir/ValueSet/identifier-type|4.0.1","",,,,"Identifier.type",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Role.code or implied by context","CX.5"
